DATE,Station_name,LATITUDE,LONGITUDE,ELEVATION,temperature,dew_point_temperature,dew_point_depression,relative_humidity,wind_speed,wind_direction,station_level_pressure,month,hour,fog,visibility
1944-01-01 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.7,20.0,1.6999999999999993,90.0,4.6,90.0,,1,3,0,20.0
1944-01-01 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.0,0.5999999999999996,96.0,2.6,140.0,,1,3,0,10.0
1944-01-01 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,11.7,0.5,97.0,2.6,140.0,,1,12,0,0.05
1944-01-02 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,21.1,1.6999999999999993,90.0,2.6,90.0,,1,3,0,20.0
1944-01-02 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.6,0.0,100.0,2.6,140.0,,1,3,0,0.05
1944-01-02 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.3,10.6,2.700000000000001,84.0,2.6,90.0,,1,12,0,10.0
1944-01-02 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.7,24.4,7.300000000000001,65.0,2.6,90.0,,1,12,0,20.0
1944-01-03 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,-7.2,18.3,27.0,2.6,70.0,,1,3,0,20.0
1944-01-03 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.7,20.0,1.6999999999999993,90.0,2.6,90.0,,1,3,0,20.0
1944-01-03 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,11.1,0.0,100.0,0.0,999.0,,1,12,0,0.05
1944-01-03 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.1,23.9,7.200000000000003,66.0,4.6,90.0,,1,12,0,20.0
1944-01-04 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,21.1,1.6999999999999993,90.0,4.6,90.0,,1,3,0,20.0
1944-01-04 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.8,0.6,7.2,61.0,1.0,140.0,,1,3,0,20.0
1944-01-04 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,10.0,2.8000000000000007,83.0,0.0,999.0,,1,12,0,4.0
1944-01-04 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.7,24.4,7.300000000000001,65.0,2.6,90.0,,1,12,0,20.0
1944-01-05 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.9,-6.1,15.0,34.0,2.6,140.0,,1,3,0,50.0
1944-01-05 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,20.0,2.8000000000000007,84.0,4.6,90.0,,1,3,0,20.0
1944-01-05 12:00:00,PALAKKAD,10.7667,76.65,97.0,30.6,24.4,6.200000000000003,70.0,2.6,90.0,,1,12,0,20.0
1944-01-05 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,12.2,2.200000000000001,87.0,0.0,999.0,,1,12,0,10.0
1944-01-06 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,-0.6,11.2,46.0,0.0,999.0,,1,3,0,20.0
1944-01-06 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.9,21.1,2.799999999999997,84.0,2.6,90.0,,1,3,0,20.0
1944-01-06 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,23.9,8.899999999999999,59.0,0.0,999.0,,1,12,0,20.0
1944-01-06 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.3,11.1,2.200000000000001,87.0,0.0,999.0,,1,12,0,4.0
1944-01-07 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,21.1,2.1999999999999993,88.0,4.6,90.0,,1,3,0,20.0
1944-01-07 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.0,7.8,2.2,86.0,1.0,50.0,,1,3,0,2.0
1944-01-07 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,23.9,8.899999999999999,59.0,9.3,90.0,,1,12,0,20.0
1944-01-07 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,14.4,0.0,100.0,2.6,140.0,,1,12,0,10.0
1944-01-08 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,21.7,1.6000000000000014,91.0,4.6,90.0,,1,3,0,20.0
1944-01-08 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,2.2,7.2,61.0,2.6,50.0,,1,3,0,20.0
1944-01-08 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,10.6,3.8000000000000007,78.0,2.6,140.0,,1,12,0,4.0
1944-01-08 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,25.6,6.600000000000001,68.0,2.6,90.0,,1,12,0,20.0
1944-01-09 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.6,0.0,100.0,2.6,140.0,,1,3,0,0.05
1944-01-09 03:00:00,PALAKKAD,10.7667,76.65,97.0,24.4,22.8,1.5999999999999979,91.0,2.6,90.0,,1,3,0,20.0
1944-01-09 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,12.2,2.200000000000001,87.0,2.6,140.0,,1,12,0,4.0
1944-01-09 12:00:00,PALAKKAD,10.7667,76.65,97.0,28.3,25.6,2.6999999999999993,85.0,2.6,90.0,,1,12,0,20.0
1944-01-10 03:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,30.0,2.799999999999997,85.0,2.6,90.0,,1,3,0,20.0
1944-01-10 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,11.1,0.0,100.0,1.0,90.0,,1,3,0,0.05
1944-01-10 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,26.1,6.100000000000001,70.0,2.6,90.0,,1,12,0,20.0
1944-01-11 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.0,22.2,2.8000000000000007,85.0,2.6,90.0,,1,3,0,20.0
1944-01-11 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,11.1,1.0999999999999996,93.0,2.6,140.0,,1,3,0,0.05
1944-01-11 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,12.2,0.6000000000000014,96.0,1.0,70.0,,1,12,0,4.0
1944-01-11 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,26.7,5.5000000000000036,73.0,4.6,90.0,,1,12,0,20.0
1944-01-14 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,2.2,10.0,51.0,1.0,360.0,,1,3,0,20.0
1944-01-14 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.9,21.7,2.1999999999999993,88.0,4.6,90.0,,1,3,0,20.0
1944-01-14 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,12.2,2.200000000000001,87.0,2.6,20.0,,1,12,0,4.0
1944-01-14 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,23.9,8.899999999999999,59.0,2.6,90.0,,1,12,0,20.0
1944-01-15 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,7.8,1.6000000000000005,90.0,1.0,360.0,,1,3,0,50.0
1944-01-15 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,2.6,90.0,,1,3,0,20.0
1944-01-15 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,10.6,2.200000000000001,87.0,1.0,320.0,,1,12,0,20.0
1944-01-16 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,20.0,3.3000000000000007,82.0,4.6,90.0,,1,3,0,20.0
1944-01-16 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.8,5.6,2.2,86.0,2.6,320.0,,1,3,0,20.0
1944-01-16 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,25.0,7.200000000000003,66.0,2.6,90.0,,1,12,0,20.0
1944-01-16 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,6.7,5.499999999999999,69.0,2.6,320.0,,1,12,0,20.0
1944-01-17 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.7,18.9,2.8000000000000007,84.0,2.6,90.0,,1,3,0,20.0
1944-01-17 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.2,6.7,0.5,97.0,2.6,360.0,,1,3,0,20.0
1944-01-17 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,8.3,5.6,69.0,0.0,999.0,,1,12,0,20.0
1944-01-17 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,25.0,7.799999999999997,64.0,2.6,90.0,,1,12,0,20.0
1944-01-18 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.8,3.9,3.9,77.0,2.6,50.0,,1,3,0,50.0
1944-01-18 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.1,19.4,1.7000000000000028,90.0,2.6,140.0,,1,3,0,20.0
1944-01-18 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.1,22.2,8.900000000000002,59.0,6.7,290.0,,1,12,0,50.0
1944-01-18 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,9.4,3.4000000000000004,80.0,0.0,999.0,,1,12,0,20.0
1944-01-19 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.9,20.0,3.8999999999999986,79.0,2.6,140.0,,1,3,0,20.0
1944-01-19 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.3,5.0,3.3000000000000007,80.0,2.6,50.0,,1,3,0,20.0
1944-01-19 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,9.4,3.4000000000000004,80.0,1.0,290.0,,1,12,0,10.0
1944-01-19 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,15.6,17.199999999999996,35.0,4.6,50.0,,1,12,0,50.0
1944-01-20 03:00:00,PALAKKAD,10.7667,76.65,97.0,24.4,19.4,5.0,74.0,2.6,90.0,,1,3,0,20.0
1944-01-20 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,8.9,0.5,97.0,2.6,50.0,,1,3,0,20.0
1944-01-20 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,10.0,2.1999999999999993,87.0,1.0,360.0,,1,12,0,4.0
1944-01-20 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,19.4,13.399999999999999,45.0,4.6,140.0,,1,12,0,50.0
1944-01-21 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,21.1,2.1999999999999993,88.0,2.6,90.0,,1,3,0,20.0
1944-01-21 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.8,6.7,1.0999999999999996,93.0,2.6,360.0,,1,3,0,20.0
1944-01-21 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,8.9,3.299999999999999,80.0,1.0,20.0,,1,12,0,10.0
1944-01-21 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,22.8,9.400000000000002,58.0,4.6,90.0,,1,12,0,50.0
1944-01-22 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,7.2,5.0,2.2,86.0,1.0,340.0,,1,3,0,20.0
1944-01-22 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,20.0,2.8000000000000007,84.0,4.6,90.0,,1,3,0,20.0
1944-01-22 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.7,24.4,7.300000000000001,65.0,4.6,90.0,,1,12,0,50.0
1944-01-22 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,8.9,3.299999999999999,80.0,1.0,50.0,,1,12,0,10.0
1944-01-23 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.2,19.4,2.8000000000000007,84.0,4.6,90.0,,1,3,0,20.0
1944-01-23 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,5.0,8.9,55.0,1.0,50.0,,1,12,0,20.0
